biomarker_id	assessed_biomarker_entity_ID	assessed_biomarker_entity	biomarker	best_biomarker_role	specimen	specimen_ID	loinc_code	condition	condition_ID	evidence_source	evidence
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	monitoring	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32475810	" Since the proportionate rise of IL-6 is correlated with disease severity, this study can prove ground-breaking. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	monitoring	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32385523	 Up-regulated IL-6 levels may serve as a potential marker for predicting progression of COVID19 patients. 
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	monitoring	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32181911	" IL-6 and d-D were closely related to the occurrence of severe COVID-19 in the adult patients, and their combined detection had the highest specificity and sensitivity for early prediction of the severity of COVID-19 patients, which has important clinical value. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32438331	"A deep network analysis has suggested clinical biomarkers predicting the higher risk of severe COVID-19 infection: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, and low Lymphocytes count. In particular, patients with diabetes, but also those with prediabetic state, deserve special attention. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32344321	 The serum levels of IL-6 and CRP can effectively assess disease severity and predict outcome in patients with COVID-19. 
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32286245	" In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	lung cancer (DOID:1324)	DOID:1324	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	lung cancer (DOID:1324)	DOID:1324	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	urinary bladder cancer (DOID:11054)	DOID:11054	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	urinary bladder cancer (DOID:11054)	DOID:11054	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	breast cancer (DOID:1612)	DOID:1612	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	breast cancer (DOID:1612)	DOID:1612	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	colorectal cancer (DOID:9256)	DOID:9256	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	colorectal cancer (DOID:9256)	DOID:9256	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	thyroid gland cancer (DOID:1781)	DOID:1781	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	thyroid gland cancer (DOID:1781)	DOID:1781	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	cervical cancer (DOID:4362)	DOID:4362	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	cervical cancer (DOID:4362)	DOID:4362	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	kidney cancer (DOID:263)	DOID:263	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	kidney cancer (DOID:263)	DOID:263	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	prostate cancer (DOID:10283)	DOID:10283	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	prostate cancer (DOID:10283)	DOID:10283	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	liver cancer (DOID:3571)	DOID:3571	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	liver cancer (DOID:3571)	DOID:3571	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	hematologic cancer (DOID:2531)	DOID:2531	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	hematologic cancer (DOID:2531)	DOID:2531	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	esophageal cancer (DOID:5041) 	DOID:5041	PMID:32479790	"IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	prognostic	blood	UN:0000178	26881-3	esophageal cancer (DOID:5041) 	DOID:5041	PMID:32369209	" Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	safety	blood	UN:0000178	26881-3	diabetes mellitus (DOID:9351)	DOID:9351	PMID:32430456	"The mean of glycemia during hospitalization was 10.65 ± 0.84 mmol/L in the no insulin infusion group and 7.69 ± 1.85 mmol/L in the insulin infusion group. At baseline, IL-6 and D-dimer levels were significantly higher in the hyperglycemic group than in the normoglycemic group (P < 0.001). Even though all patients were on standard treatment for COVID-19 infection, IL-6 and D-dimer levels persisted higher in patients with hyperglycemia during hospitalization. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	safety	blood	UN:0000178	26881-3	diabetes mellitus (DOID:9351)	DOID:9351	PMID:28848164	" Our study is suggestive of S100A8/A9 and IL-6 being related to a persistent diabetes status post-surgically and of different pathophysiological mechanisms being involved in the post-surgical changes in the three groups, despite similar decreases in BMI. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	safety	blood	UN:0000178	26881-3	diabetes mellitus (DOID:9351)	DOID:9351	PMID:31772933	" Significantly higher IL-15 and IL-6 concentrations, HOMAIR, and markedly lower eGDR in newly diagnosed AD patients and first-degree relatives with positive anti-islet antibodies might suggest the role of these pro-inflammatory cytokines and insulin resistance in the pathogenesis of autoimmune diabetes. IL-15 and IL-6 might be used as biomarkers of the risk of autoimmune diabetes development. "
A0001	UPKB:P05231	Interleukin-6 (IL6)	increased IL6 level	risk	blood	UN:0000178	26881-3	diabetes mellitus (DOID:9351)	DOID:9351	PMID:31772933	"Significantly higher IL-15 and IL-6 concentrations, HOMAIR, and markedly lower eGDR in newly diagnosed AD patients and first-degree relatives with positive anti-islet antibodies might suggest the role of these pro-inflammatory cytokines and insulin resistance in the pathogenesis of autoimmune diabetes. IL-15 and IL-6 might be used as biomarkers of the risk of autoimmune diabetes development. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	lung cancer (DOID:1324)	DOID:1324	PMID:32369209	"Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	lung cancer (DOID:1324)	DOID:1324	PMID:32479790	" We found that pro-inflammatory and infection-related biomarkers, including TNF-alpha, IL-6, procalcitonin, and C-reactive protein, as well as organ damage indices (leucocytes, neutrophils, and lactate dehydrogenase), coagulation-related indicators (D-dimer, prothrombin time, and activated partial thromboplastin time), and NT-proBNP were significantly associated with worse severity of COVID-19 in patients with cancer. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32145275	Procalcitonin values are associated with a nearly 5-fold higher risk of severe SARS-COV-2 infection. 
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32161940	" Compared with the nonsevere group, most of severe cases demonstrated elevated levels of infection-related biomarkers, including procalcitonin (0.1 vs 0.05 ng/mL; P < .001), serum ferritin (800.4 vs 523.7 ng/mL; P < .001), and C-reactive protein (57.9 vs 33.2 mg/L; P < .001). "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32220650	" Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32615866	" The serum levels of CRP, PCT and ferritin are markedly increased in very severe compared with severe COVID-19. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	monitoring	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32615866	" This meta-analysis showed that an elevated serum CRP, PCT, D-dimer, and ferritin were associated with a poor outcome in COVID-19. "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	prognostic	blood	UN:0000178	33959-8	diabetes mellitus (DOID:9351)	DOID:9351	PMID:31485450	"Procalcitonin is a prognostic marker of hospital outcomes in patients with Critical Limb Ischemia and Diabetic Foot Infection. It could be assumed that PCT may be useful for early diagnosis of systemic inflammatory response including nonseptic patients. It could help to identify high risk patients even without clear clinical signs and may be used to improve clinician’s strategies (i.e., need of intensive unit, reinforcement of antibiotic therapy, and close monitoring of vital signs, hemodynamic parameters, and laboratory values). "
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	prognostic	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32145275	Serial procalcitonin measurement may play a role for predicting evolution towards a more severe form of disease. 
A0002	PCCID:56841902	Procalcitonin (PCT)	increased PCT level	prognostic	blood	UN:0000178	33959-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32282949	" Increased procalcitonin values were associated with a nearly 5-fold higher risk of severe infection (OR = 4.76; 95% CI: 2.74-8.29, I2 = 34%). "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32286245	"In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:33349241	" With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >2252ug/L, WBC>9.5x10^9/L or NC >7.305x10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32161940	" Lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased lower levels of regulatory T cells. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	prognostic	blood	UN:0000178	26464-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32281668	"Patients with flu had higher WBC, granulocyte and granulocyte/lymphocyte ratio, compared with COVID-19 patients. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	prognostic	blood	UN:0000178	26464-8	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32286245	" In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	prognostic	blood	UN:0000178		COVID-19 (DOID:0080600)	DOID:0080600	PMID:32282949	"A retrospective study including 187 patients with COVID-19 from another hospital in Wuhan showed that patients with high troponin-T levels had leukocytosis (P < .001), increased neutrophils (P < .001) and decreased lymphocytes (P = .01). "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	prognostic	blood	UN:0000178		head and neck cancer (DOID:11934) 	DOID:11934	PMID:30073209	"The strength of this study is the robust association between leukocytosis and poor prognosis in a homogenous cohort of HNSCC, treated with concurrent cisplatin. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	lung cancer (DOID:1324)	DOID:1324	PMID:32224151	"The blood count results showed anaemia in 21 (75%) patients, leucopaenia in 9 (32.1%) patients, and lymphopaenia in 23 (82.1%) patients.  Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	lung cancer (DOID:1324)	DOID:1324	PMID:32357994	" Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality (Table 3). Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying (Table 3). "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	esophageal cancer (DOID:5041) 	DOID:5041	PMID:32224151	"The blood count results showed anaemia in 21 (75%) patients, leucopaenia in 9 (32.1%) patients, and lymphopaenia in 23 (82.1%) patients.  Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	esophageal cancer (DOID:5041) 	DOID:5041	PMID:32357994	" Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality (Table 3). Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying (Table 3). "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	breast cancer (DOID:1612)	DOID:1612	PMID:32224151	"The blood count results showed anaemia in 21 (75%) patients, leucopaenia in 9 (32.1%) patients, and lymphopaenia in 23 (82.1%) patients.  Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died. "
A0003	CO:CL_0000738	White blood cell (WBC)	increased WBC count	monitoring	blood	UN:0000178	26464-8	breast cancer (DOID:1612)	DOID:1612	PMID:32357994	" Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality (Table 3). Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying (Table 3). "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	lung cancer (DOID:1324)	DOID:1324	PMID:32369209	"Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178		colorectal cancer (DOID:9256)	DOID:9256	PMID:21448592	"Lymphopenia was found in 49/260 (19%) of patients. Ten of these 49 patients had severe hematological toxicity. Lymphopenia was strongly associated with shorter progression-free survival (median 4 vs. 7 months; P = 0.033) and shorter overall survival (median 16 vs. 24 months, P = 0.024). Multivariate analysis revealed that lymphopenia had an independent effect on survival. Lymphopenia in conclusion is proven to be an independent predictive factor for chemotherapy and hematological toxicity in colorectal cancer. "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32277967	"Patients with higher initial SAA are more likely to have poor CT imaging. Our study indicated that SAA/L. CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones. "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32475810	 Lymphocytes and platelet count showed significantly lower levels in severe patients compared to non-severe patients. 
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32048163	" the combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury. "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32438331	" Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Clinical biomarkers predicting the higher risk: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, decreased Lymphocytes count. "
A0004	CO:CL_0000542	Lymphocyte (LYMP)	decreased LYMP count	prognostic	blood	UN:0000178	26474-7	COVID-19 (DOID:0080600)	DOID:0080600	PMID:32471703	" We propose that a few parameters, such Lymphocytes count, L/N ratio, SaO2 and CRP serum level can be used to assess the severity of COVID-19 in emergency room. "
